UserId,ProductId,Rating,Timestamp
1,7,5.0,1369699200
2,20,3.0,1355443200
3,15,5.0,1404691200
4,11,4.0,1382572800
5,8,1.0,1274227200
6,7,5.0,1404518400
7,19,5.0,1371945600
8,11,5.0,1373068800
9,11,5.0,1401840000
10,4,4.0,1389052800
11,8,5.0,1372032000
12,3,4.0,1378252800
13,2,5.0,1372118400
14,12,5.0,1371686400
15,6,5.0,1372118400
16,2,5.0,1373414400
17,1,5.0,1372896000
18,12,5.0,1372896000
19,12,5.0,1373068800
20,17,5.0,1372291200
21,10,5.0,1372291200
22,16,5.0,1372896000
23,15,5.0,1372896000
24,15,1.0,1378425600
25,19,5.0,1375488000
26,12,5.0,1372896000
27,20,5.0,1405296000
28,3,5.0,1392076800
29,5,4.0,1388707200
30,19,5.0,1394928000
31,7,1.0,1389657600
32,9,4.0,1383523200
33,7,5.0,1392681600
34,18,1.0,1392422400
35,4,5.0,1402790400
36,14,1.0,1396742400
37,18,5.0,1385251200
38,9,1.0,1397606400
39,2,5.0,1405036800
40,20,1.0,1399680000
41,15,4.0,1395187200
42,7,5.0,1397779200
43,12,1.0,1383177600
44,8,5.0,1384992000
45,15,2.0,1386028800
46,3,3.0,1391558400
47,14,5.0,1383004800
48,17,1.0,1383177600
49,4,5.0,1391558400
50,18,4.0,1383004800
51,8,5.0,1384128000
52,4,5.0,1384732800
53,2,1.0,1384992000
54,6,5.0,1384992000
55,10,5.0,1385856000
56,4,5.0,1384992000
57,18,1.0,1393891200
58,12,1.0,1385596800
59,2,5.0,1384992000
60,10,3.0,1391817600
61,4,5.0,1391558400
62,14,1.0,1384992000
63,16,5.0,1389830400
64,15,1.0,1385769600
65,8,5.0,1383868800
66,14,5.0,1384992000
67,8,1.0,1384992000
68,16,1.0,1388188800
69,13,5.0,1384992000
70,18,2.0,1386201600
71,15,1.0,1386201600
72,13,5.0,1384732800
73,9,5.0,1384992000
74,15,5.0,1385856000
75,13,5.0,1384992000
76,1,5.0,1384992000
77,7,5.0,1388102400
78,9,5.0,1385424000
79,1,5.0,1384992000
80,12,1.0,1385424000
81,8,5.0,1388620800
82,11,1.0,1388016000
83,19,2.0,1404172800
84,17,5.0,1390608000
85,8,5.0,1393286400
86,3,5.0,1385596800
87,3,1.0,1386028800
88,1,1.0,1385683200
89,5,1.0,1392076800
90,10,5.0,1384992000
91,7,1.0,1394755200
92,9,1.0,1391385600
93,7,1.0,1386028800
94,9,5.0,1385424000
95,8,5.0,1385424000
96,12,5.0,1385424000
97,2,5.0,1385424000
98,1,5.0,1385856000
99,16,5.0,1385596800
100,5,5.0,1388966400
101,3,1.0,1391299200
102,12,5.0,1385596800
103,8,1.0,1386028800
104,3,4.0,1389916800
105,1,5.0,1357603200
106,3,5.0,1372550400
107,5,5.0,1340755200
108,15,5.0,1385856000
109,14,5.0,1328918400
110,3,5.0,1375833600
111,1,5.0,1403913600
112,5,5.0,1375488000
113,14,5.0,1373414400
114,7,5.0,1403827200
115,9,5.0,1356739200
116,15,5.0,1371340800
117,15,4.0,1356912000
118,10,5.0,1298246400
119,13,5.0,1310774400
120,19,5.0,1320019200
121,7,4.0,1331510400
122,17,5.0,1399593600
123,20,3.0,1294617600
124,4,3.0,1373155200
125,5,4.0,1295395200
126,7,5.0,1375833600
127,13,5.0,1382400000
128,15,5.0,1373068800
129,11,4.0,1355011200
130,4,5.0,1394755200
131,13,5.0,1381449600
132,7,5.0,1382486400
133,19,5.0,1404345600
134,2,3.0,1361491200
135,10,4.0,1369440000
136,13,1.0,1372809600
137,6,5.0,1405296000
138,12,5.0,1350691200
139,12,4.0,1351814400
140,20,5.0,1382400000
141,11,5.0,1372204800
142,7,5.0,1345680000
143,1,5.0,1371859200
144,1,4.0,1357257600
145,20,2.0,1363219200
146,13,5.0,1323216000
147,9,5.0,1376524800
148,3,5.0,1372032000
149,7,5.0,1342915200
150,6,5.0,1368057600
151,8,5.0,1362873600
152,9,4.0,1404432000
153,5,5.0,1345507200
154,1,5.0,1339027200
155,19,5.0,1389225600
156,10,5.0,1326499200
157,12,2.0,1373068800
158,15,5.0,1356652800
159,9,5.0,1384300800
160,20,3.0,1374451200
161,17,5.0,1381363200
162,17,5.0,1359676800
163,20,5.0,1371859200
164,12,5.0,1371254400
165,7,5.0,1365724800
166,2,1.0,1322438400
167,3,5.0,1332028800
168,17,1.0,1392595200
169,5,1.0,1327017600
170,17,5.0,1357084800
171,17,4.0,1377043200
172,17,5.0,1387065600
173,2,5.0,1367193600
174,2,5.0,1404864000
175,5,5.0,1252281600
176,1,1.0,1264118400
177,1,5.0,1367193600
178,19,2.0,1374192000
179,2,5.0,1376956800
180,12,2.0,1365724800
181,6,5.0,1347235200
182,4,5.0,1397433600
183,11,1.0,1395619200
184,17,3.0,1376352000
185,6,5.0,1385251200
186,5,5.0,1270252800
187,20,5.0,1341532800
188,2,5.0,1396915200
189,6,5.0,1302652800
190,11,5.0,1235606400
191,16,5.0,1335225600
192,16,5.0,1359158400
193,1,5.0,1397347200
194,9,5.0,1347321600
195,6,5.0,1329782400
196,16,5.0,1354924800
197,3,5.0,1311724800
198,20,5.0,1341532800
199,4,3.0,1356566400
200,19,5.0,1371513600
1,3,5.0,1370476800
2,19,5.0,1294444800
3,20,5.0,1360022400
4,7,3.0,1316995200
5,20,5.0,1396051200
6,9,5.0,1356998400
7,1,5.0,1395014400
8,8,5.0,1404259200
9,7,5.0,1385078400
10,18,5.0,1396915200
11,8,5.0,1361923200
12,1,5.0,1394409600
13,11,5.0,1403913600
14,18,2.0,1342656000
15,10,5.0,1147046400
16,3,4.0,1141948800
17,7,5.0,1354147200
18,16,5.0,1360454400
19,16,5.0,1195948800
20,20,5.0,1295654400
21,17,4.0,1313884800
22,2,5.0,1368057600
23,1,4.0,1358726400
24,16,1.0,1361923200
25,12,2.0,1363737600
26,5,5.0,1326067200
27,5,5.0,1325116800
28,9,5.0,1376956800
29,9,5.0,1303257600
30,3,5.0,1268697600
31,19,5.0,1373328000
32,16,5.0,1271721600
33,16,4.0,1361404800
34,3,5.0,1289865600
35,20,5.0,1397260800
36,1,5.0,1346803200
37,20,5.0,1351296000
38,11,3.0,1343260800
39,17,5.0,1400716800
40,8,5.0,1371081600
41,4,5.0,1398038400
42,6,5.0,1357257600
43,8,5.0,1370217600
44,20,5.0,1359331200
45,3,5.0,1399939200
46,16,3.0,1369267200
47,3,5.0,1377129600
48,18,3.0,1375315200
49,14,5.0,1356480000
50,18,4.0,1397606400
51,2,4.0,1356480000
52,3,4.0,1403913600
53,16,1.0,1399852800
54,9,5.0,1402012800
